GEO_ID,NAME,B01003_001E,B01003_001M
1500000US360470104021,"Block Group 1, Census Tract 104.02, Kings County, New York",656,192
1500000US360470104022,"Block Group 2, Census Tract 104.02, Kings County, New York",1600,455
1500000US360470106011,"Block Group 1, Census Tract 106.01, Kings County, New York",1000,433
1500000US360470106012,"Block Group 2, Census Tract 106.01, Kings County, New York",1315,460
1500000US360470106021,"Block Group 1, Census Tract 106.02, Kings County, New York",1166,462
1500000US360470106022,"Block Group 2, Census Tract 106.02, Kings County, New York",786,390
1500000US360470108011,"Block Group 1, Census Tract 108.01, Kings County, New York",954,308
1500000US360470108012,"Block Group 2, Census Tract 108.01, Kings County, New York",1003,322
1500000US360470108021,"Block Group 1, Census Tract 108.02, Kings County, New York",1012,334
1500000US360470108022,"Block Group 2, Census Tract 108.02, Kings County, New York",1010,416
1500000US360470110001,"Block Group 1, Census Tract 110, Kings County, New York",1043,422
1500000US360470110002,"Block Group 2, Census Tract 110, Kings County, New York",1313,358
1500000US360470112001,"Block Group 1, Census Tract 112, Kings County, New York",2357,643
1500000US360470112002,"Block Group 2, Census Tract 112, Kings County, New York",906,378
1500000US360470112003,"Block Group 3, Census Tract 112, Kings County, New York",1498,523
1500000US360470112004,"Block Group 4, Census Tract 112, Kings County, New York",1327,419
1500000US360470114001,"Block Group 1, Census Tract 114, Kings County, New York",2099,544
1500000US360470114002,"Block Group 2, Census Tract 114, Kings County, New York",1235,494
1500000US360470114003,"Block Group 3, Census Tract 114, Kings County, New York",512,165
1500000US360470116001,"Block Group 1, Census Tract 116, Kings County, New York",1176,603
1500000US360470116002,"Block Group 2, Census Tract 116, Kings County, New York",1573,611
1500000US360470116003,"Block Group 3, Census Tract 116, Kings County, New York",761,404
1500000US360470117001,"Block Group 1, Census Tract 117, Kings County, New York",904,316
1500000US360470117002,"Block Group 2, Census Tract 117, Kings County, New York",930,347
1500000US360470117003,"Block Group 3, Census Tract 117, Kings County, New York",1115,311
1500000US360470118001,"Block Group 1, Census Tract 118, Kings County, New York",0,12
1500000US360470118002,"Block Group 2, Census Tract 118, Kings County, New York",772,186
1500000US360470118003,"Block Group 3, Census Tract 118, Kings County, New York",1179,280
1500000US360470119011,"Block Group 1, Census Tract 119.01, Kings County, New York",452,171
1500000US360470119012,"Block Group 2, Census Tract 119.01, Kings County, New York",906,204
1500000US360470119021,"Block Group 1, Census Tract 119.02, Kings County, New York",0,12
1500000US360470120001,"Block Group 1, Census Tract 120, Kings County, New York",1327,304
1500000US360470121001,"Block Group 1, Census Tract 121, Kings County, New York",1078,160
1500000US360470121002,"Block Group 2, Census Tract 121, Kings County, New York",890,443
1500000US360470122001,"Block Group 1, Census Tract 122, Kings County, New York",1698,585
1500000US360470122002,"Block Group 2, Census Tract 122, Kings County, New York",2316,706
1500000US360470122003,"Block Group 3, Census Tract 122, Kings County, New York",0,12
1500000US360470122004,"Block Group 4, Census Tract 122, Kings County, New York",1130,488
1500000US360470126001,"Block Group 1, Census Tract 126, Kings County, New York",1236,233
1500000US360470126002,"Block Group 2, Census Tract 126, Kings County, New York",1080,290
1500000US360470126003,"Block Group 3, Census Tract 126, Kings County, New York",483,167
1500000US360470127001,"Block Group 1, Census Tract 127, Kings County, New York",1611,454
1500000US360470127002,"Block Group 2, Census Tract 127, Kings County, New York",1068,315
1500000US360470127003,"Block Group 3, Census Tract 127, Kings County, New York",1387,797
1500000US360470128011,"Block Group 1, Census Tract 128.01, Kings County, New York",2279,265
1500000US360470129011,"Block Group 1, Census Tract 129.01, Kings County, New York",0,12
1500000US360470129012,"Block Group 2, Census Tract 129.01, Kings County, New York",1105,232
1500000US360470129013,"Block Group 3, Census Tract 129.01, Kings County, New York",588,213
1500000US360470129014,"Block Group 4, Census Tract 129.01, Kings County, New York",553,234
1500000US360470129021,"Block Group 1, Census Tract 129.02, Kings County, New York",946,205
1500000US360470129022,"Block Group 2, Census Tract 129.02, Kings County, New York",1778,333
1500000US360470130001,"Block Group 1, Census Tract 130, Kings County, New York",1412,662
1500000US360470130002,"Block Group 2, Census Tract 130, Kings County, New York",1218,433
1500000US360470130003,"Block Group 3, Census Tract 130, Kings County, New York",689,237
1500000US360470130004,"Block Group 4, Census Tract 130, Kings County, New York",1097,261
1500000US360470131001,"Block Group 1, Census Tract 131, Kings County, New York",1001,277
1500000US360470131002,"Block Group 2, Census Tract 131, Kings County, New York",934,251
1500000US360470131003,"Block Group 3, Census Tract 131, Kings County, New York",1059,225
1500000US360470131004,"Block Group 4, Census Tract 131, Kings County, New York",1273,379
1500000US360470132001,"Block Group 1, Census Tract 132, Kings County, New York",1015,244
1500000US360470132002,"Block Group 2, Census Tract 132, Kings County, New York",1284,443
1500000US360470133001,"Block Group 1, Census Tract 133, Kings County, New York",895,194
1500000US360470133002,"Block Group 2, Census Tract 133, Kings County, New York",1111,241
1500000US360470133003,"Block Group 3, Census Tract 133, Kings County, New York",1542,493
1500000US360470133004,"Block Group 4, Census Tract 133, Kings County, New York",917,235
1500000US360470134001,"Block Group 1, Census Tract 134, Kings County, New York",1518,337
1500000US360470134002,"Block Group 2, Census Tract 134, Kings County, New York",1079,440
1500000US360470134003,"Block Group 3, Census Tract 134, Kings County, New York",1566,410
1500000US360470135001,"Block Group 1, Census Tract 135, Kings County, New York",1313,417
1500000US360470135002,"Block Group 2, Census Tract 135, Kings County, New York",1538,359
1500000US360470135003,"Block Group 3, Census Tract 135, Kings County, New York",1389,340
1500000US360470136001,"Block Group 1, Census Tract 136, Kings County, New York",968,360
1500000US360470136002,"Block Group 2, Census Tract 136, Kings County, New York",604,362
1500000US360470136003,"Block Group 3, Census Tract 136, Kings County, New York",1448,455
1500000US360470136004,"Block Group 4, Census Tract 136, Kings County, New York",809,280
1500000US360470137001,"Block Group 1, Census Tract 137, Kings County, New York",1408,282
1500000US360470137002,"Block Group 2, Census Tract 137, Kings County, New York",851,250
1500000US360470137003,"Block Group 3, Census Tract 137, Kings County, New York",1225,341
1500000US360470138001,"Block Group 1, Census Tract 138, Kings County, New York",1513,460
1500000US360470138002,"Block Group 2, Census Tract 138, Kings County, New York",1029,397
1500000US360470138003,"Block Group 3, Census Tract 138, Kings County, New York",985,261
1500000US360470139001,"Block Group 1, Census Tract 139, Kings County, New York",747,259
1500000US360470139002,"Block Group 2, Census Tract 139, Kings County, New York",1031,242
1500000US360470139003,"Block Group 3, Census Tract 139, Kings County, New York",937,239
1500000US360470139004,"Block Group 4, Census Tract 139, Kings County, New York",859,322
1500000US360470140001,"Block Group 1, Census Tract 140, Kings County, New York",868,285
1500000US360470140002,"Block Group 2, Census Tract 140, Kings County, New York",1076,259
1500000US360470141011,"Block Group 1, Census Tract 141.01, Kings County, New York",968,145
1500000US360470141021,"Block Group 1, Census Tract 141.02, Kings County, New York",1094,330
1500000US360470141022,"Block Group 2, Census Tract 141.02, Kings County, New York",769,188
1500000US360470142001,"Block Group 1, Census Tract 142, Kings County, New York",1006,284
1500000US360470142002,"Block Group 2, Census Tract 142, Kings County, New York",971,339
1500000US360470142003,"Block Group 3, Census Tract 142, Kings County, New York",1015,334
1500000US360470143001,"Block Group 1, Census Tract 143, Kings County, New York",1255,358
1500000US360470143002,"Block Group 2, Census Tract 143, Kings County, New York",982,245
1500000US360470143003,"Block Group 3, Census Tract 143, Kings County, New York",1362,483
1500000US360470145001,"Block Group 1, Census Tract 145, Kings County, New York",1087,287
1500000US360470145002,"Block Group 2, Census Tract 145, Kings County, New York",1262,462
1500000US360470145003,"Block Group 3, Census Tract 145, Kings County, New York",663,192
1500000US360470145004,"Block Group 4, Census Tract 145, Kings County, New York",897,252
1500000US360470147001,"Block Group 1, Census Tract 147, Kings County, New York",947,242
1500000US360470147002,"Block Group 2, Census Tract 147, Kings County, New York",1699,354
1500000US360470148001,"Block Group 1, Census Tract 148, Kings County, New York",643,234
1500000US360470148002,"Block Group 2, Census Tract 148, Kings County, New York",599,171
1500000US360470149011,"Block Group 1, Census Tract 149.01, Kings County, New York",752,245
1500000US360470149012,"Block Group 2, Census Tract 149.01, Kings County, New York",726,251
1500000US360470149021,"Block Group 1, Census Tract 149.02, Kings County, New York",2230,488
1500000US360470149022,"Block Group 2, Census Tract 149.02, Kings County, New York",1243,630
1500000US360470149023,"Block Group 3, Census Tract 149.02, Kings County, New York",1096,502
1500000US360470150001,"Block Group 1, Census Tract 150, Kings County, New York",790,160
1500000US360470150002,"Block Group 2, Census Tract 150, Kings County, New York",802,206
1500000US360470151001,"Block Group 1, Census Tract 151, Kings County, New York",1115,293
1500000US360470151002,"Block Group 2, Census Tract 151, Kings County, New York",911,250
1500000US360470151003,"Block Group 3, Census Tract 151, Kings County, New York",1388,356
1500000US360470151004,"Block Group 4, Census Tract 151, Kings County, New York",756,227
1500000US360470152001,"Block Group 1, Census Tract 152, Kings County, New York",847,328
1500000US360470152002,"Block Group 2, Census Tract 152, Kings County, New York",972,195
1500000US360470152003,"Block Group 3, Census Tract 152, Kings County, New York",831,215
1500000US360470153001,"Block Group 1, Census Tract 153, Kings County, New York",161,77
1500000US360470153002,"Block Group 2, Census Tract 153, Kings County, New York",745,163
1500000US360470153003,"Block Group 3, Census Tract 153, Kings County, New York",932,228
1500000US360470153004,"Block Group 4, Census Tract 153, Kings County, New York",692,180
1500000US360470154001,"Block Group 1, Census Tract 154, Kings County, New York",10,12
1500000US360470155001,"Block Group 1, Census Tract 155, Kings County, New York",505,171
1500000US360470155002,"Block Group 2, Census Tract 155, Kings County, New York",1286,269
1500000US360470155003,"Block Group 3, Census Tract 155, Kings County, New York",910,241
1500000US360470155004,"Block Group 4, Census Tract 155, Kings County, New York",1226,359
1500000US360470157001,"Block Group 1, Census Tract 157, Kings County, New York",1303,303
1500000US360470157002,"Block Group 2, Census Tract 157, Kings County, New York",773,248
1500000US360470157003,"Block Group 3, Census Tract 157, Kings County, New York",1254,351
1500000US360470157004,"Block Group 4, Census Tract 157, Kings County, New York",1002,535
1500000US360470159001,"Block Group 1, Census Tract 159, Kings County, New York",1175,534
1500000US360470159002,"Block Group 2, Census Tract 159, Kings County, New York",595,197
1500000US360470159003,"Block Group 3, Census Tract 159, Kings County, New York",564,221
1500000US360470159004,"Block Group 4, Census Tract 159, Kings County, New York",1014,269
1500000US360470159005,"Block Group 5, Census Tract 159, Kings County, New York",0,12
1500000US360470159006,"Block Group 6, Census Tract 159, Kings County, New York",1430,378
1500000US360470160001,"Block Group 1, Census Tract 160, Kings County, New York",1488,405
1500000US360470160002,"Block Group 2, Census Tract 160, Kings County, New York",993,358
1500000US360470160003,"Block Group 3, Census Tract 160, Kings County, New York",746,245
1500000US360470160004,"Block Group 4, Census Tract 160, Kings County, New York",907,490
1500000US360470161001,"Block Group 1, Census Tract 161, Kings County, New York",1210,369
1500000US360470161002,"Block Group 2, Census Tract 161, Kings County, New York",0,12
1500000US360470161003,"Block Group 3, Census Tract 161, Kings County, New York",1251,314
1500000US360470161004,"Block Group 4, Census Tract 161, Kings County, New York",1091,256
1500000US360470162001,"Block Group 1, Census Tract 162, Kings County, New York",1081,389
1500000US360470162002,"Block Group 2, Census Tract 162, Kings County, New York",1088,258
1500000US360470163001,"Block Group 1, Census Tract 163, Kings County, New York",0,12
1500000US360470163002,"Block Group 2, Census Tract 163, Kings County, New York",1413,605
1500000US360470163003,"Block Group 3, Census Tract 163, Kings County, New York",1308,275
1500000US360470163004,"Block Group 4, Census Tract 163, Kings County, New York",768,291
1500000US360470164000,"Block Group 0, Census Tract 164, Kings County, New York",0,12
1500000US360470164001,"Block Group 1, Census Tract 164, Kings County, New York",1326,538
1500000US360470165001,"Block Group 1, Census Tract 165, Kings County, New York",1858,462
1500000US360470165002,"Block Group 2, Census Tract 165, Kings County, New York",1654,368
1500000US360470165003,"Block Group 3, Census Tract 165, Kings County, New York",1266,455
1500000US360470165004,"Block Group 4, Census Tract 165, Kings County, New York",1195,666
1500000US360470166001,"Block Group 1, Census Tract 166, Kings County, New York",1015,203
1500000US360470166002,"Block Group 2, Census Tract 166, Kings County, New York",837,213
1500000US360470167001,"Block Group 1, Census Tract 167, Kings County, New York",1349,369
1500000US360470167002,"Block Group 2, Census Tract 167, Kings County, New York",1090,473
1500000US360470167003,"Block Group 3, Census Tract 167, Kings County, New York",1280,426
1500000US360470167004,"Block Group 4, Census Tract 167, Kings County, New York",1187,327
1500000US360470168000,"Block Group 0, Census Tract 168, Kings County, New York",0,12
1500000US360470168001,"Block Group 1, Census Tract 168, Kings County, New York",1924,340
1500000US360470169001,"Block Group 1, Census Tract 169, Kings County, New York",1037,610
1500000US360470169002,"Block Group 2, Census Tract 169, Kings County, New York",1328,479
1500000US360470169003,"Block Group 3, Census Tract 169, Kings County, New York",852,399
1500000US360470169004,"Block Group 4, Census Tract 169, Kings County, New York",958,276
1500000US360470169005,"Block Group 5, Census Tract 169, Kings County, New York",642,294
1500000US360470170001,"Block Group 1, Census Tract 170, Kings County, New York",750,201
1500000US360470170002,"Block Group 2, Census Tract 170, Kings County, New York",899,241
1500000US360470170003,"Block Group 3, Census Tract 170, Kings County, New York",1286,466
1500000US360470171001,"Block Group 1, Census Tract 171, Kings County, New York",1647,676
1500000US360470171002,"Block Group 2, Census Tract 171, Kings County, New York",711,204
1500000US360470171003,"Block Group 3, Census Tract 171, Kings County, New York",959,298
1500000US360470171004,"Block Group 4, Census Tract 171, Kings County, New York",896,266
1500000US360470172001,"Block Group 1, Census Tract 172, Kings County, New York",1867,554
1500000US360470172002,"Block Group 2, Census Tract 172, Kings County, New York",1408,326
1500000US360470174000,"Block Group 0, Census Tract 174, Kings County, New York",0,12
1500000US360470174001,"Block Group 1, Census Tract 174, Kings County, New York",1241,155
1500000US360470174002,"Block Group 2, Census Tract 174, Kings County, New York",914,275
1500000US360470175001,"Block Group 1, Census Tract 175, Kings County, New York",0,12
1500000US360470176000,"Block Group 0, Census Tract 176, Kings County, New York",0,12
1500000US360470176001,"Block Group 1, Census Tract 176, Kings County, New York",976,211
1500000US360470176002,"Block Group 2, Census Tract 176, Kings County, New York",1479,289
1500000US360470177001,"Block Group 1, Census Tract 177, Kings County, New York",0,12
1500000US360470178001,"Block Group 1, Census Tract 178, Kings County, New York",1095,255
1500000US360470178002,"Block Group 2, Census Tract 178, Kings County, New York",1946,438
1500000US360470179001,"Block Group 1, Census Tract 179, Kings County, New York",916,317
1500000US360470179002,"Block Group 2, Census Tract 179, Kings County, New York",2633,733
1500000US360470179003,"Block Group 3, Census Tract 179, Kings County, New York",836,340
1500000US360470180001,"Block Group 1, Census Tract 180, Kings County, New York",1784,387
1500000US360470180002,"Block Group 2, Census Tract 180, Kings County, New York",1640,692
1500000US360470181001,"Block Group 1, Census Tract 181, Kings County, New York",790,322
1500000US360470181002,"Block Group 2, Census Tract 181, Kings County, New York",881,405
1500000US360470181003,"Block Group 3, Census Tract 181, Kings County, New York",1250,368
1500000US360470181004,"Block Group 4, Census Tract 181, Kings County, New York",864,239
1500000US360470182001,"Block Group 1, Census Tract 182, Kings County, New York",841,285
1500000US360470182002,"Block Group 2, Census Tract 182, Kings County, New York",2580,476
1500000US360470183001,"Block Group 1, Census Tract 183, Kings County, New York",1367,436
1500000US360470183002,"Block Group 2, Census Tract 183, Kings County, New York",637,196
1500000US360470183003,"Block Group 3, Census Tract 183, Kings County, New York",659,212
1500000US360470184001,"Block Group 1, Census Tract 184, Kings County, New York",1185,240
1500000US360470184002,"Block Group 2, Census Tract 184, Kings County, New York",1133,186
1500000US360470185011,"Block Group 1, Census Tract 185.01, Kings County, New York",674,262
1500000US360470185012,"Block Group 2, Census Tract 185.01, Kings County, New York",942,257
1500000US360470185013,"Block Group 3, Census Tract 185.01, Kings County, New York",1251,564
1500000US360470185014,"Block Group 4, Census Tract 185.01, Kings County, New York",1263,403
1500000US360470186001,"Block Group 1, Census Tract 186, Kings County, New York",1398,374
1500000US360470186002,"Block Group 2, Census Tract 186, Kings County, New York",857,201
1500000US360470187001,"Block Group 1, Census Tract 187, Kings County, New York",1459,271
1500000US360470188001,"Block Group 1, Census Tract 188, Kings County, New York",1150,245
1500000US360470188002,"Block Group 2, Census Tract 188, Kings County, New York",1755,368
1500000US360470190001,"Block Group 1, Census Tract 190, Kings County, New York",1464,420
1500000US360470190002,"Block Group 2, Census Tract 190, Kings County, New York",954,315
1500000US360470190003,"Block Group 3, Census Tract 190, Kings County, New York",2125,542
1500000US360470191001,"Block Group 1, Census Tract 191, Kings County, New York",1221,402
1500000US360470191002,"Block Group 2, Census Tract 191, Kings County, New York",1034,467
1500000US360470191003,"Block Group 3, Census Tract 191, Kings County, New York",709,290
1500000US360470192001,"Block Group 1, Census Tract 192, Kings County, New York",953,378
1500000US360470192002,"Block Group 2, Census Tract 192, Kings County, New York",579,311
1500000US360470192003,"Block Group 3, Census Tract 192, Kings County, New York",1112,227
1500000US360470192004,"Block Group 4, Census Tract 192, Kings County, New York",72,91
1500000US360470193001,"Block Group 1, Census Tract 193, Kings County, New York",2775,602
1500000US360470193002,"Block Group 2, Census Tract 193, Kings County, New York",1062,333
1500000US360470193003,"Block Group 3, Census Tract 193, Kings County, New York",702,193
1500000US360470193004,"Block Group 4, Census Tract 193, Kings County, New York",1601,377
1500000US360470194001,"Block Group 1, Census Tract 194, Kings County, New York",1689,392
1500000US360470194002,"Block Group 2, Census Tract 194, Kings County, New York",774,297
1500000US360470194003,"Block Group 3, Census Tract 194, Kings County, New York",1002,659
1500000US360470195001,"Block Group 1, Census Tract 195, Kings County, New York",538,151
1500000US360470195002,"Block Group 2, Census Tract 195, Kings County, New York",361,132
1500000US360470195003,"Block Group 3, Census Tract 195, Kings County, New York",1701,394
1500000US360470195004,"Block Group 4, Census Tract 195, Kings County, New York",528,233
1500000US360470196001,"Block Group 1, Census Tract 196, Kings County, New York",1621,482
1500000US360470196002,"Block Group 2, Census Tract 196, Kings County, New York",1212,387
1500000US360470196003,"Block Group 3, Census Tract 196, Kings County, New York",1405,446
1500000US360470197001,"Block Group 1, Census Tract 197, Kings County, New York",568,237
1500000US360470197002,"Block Group 2, Census Tract 197, Kings County, New York",640,226
1500000US360470197003,"Block Group 3, Census Tract 197, Kings County, New York",1489,339
1500000US360470197004,"Block Group 4, Census Tract 197, Kings County, New York",972,250
1500000US360470198001,"Block Group 1, Census Tract 198, Kings County, New York",657,238
1500000US360470198002,"Block Group 2, Census Tract 198, Kings County, New York",1220,245
1500000US360470199001,"Block Group 1, Census Tract 199, Kings County, New York",768,397
1500000US360470199002,"Block Group 2, Census Tract 199, Kings County, New York",686,179
1500000US360470199003,"Block Group 3, Census Tract 199, Kings County, New York",863,241
1500000US360470199004,"Block Group 4, Census Tract 199, Kings County, New York",1452,299
1500000US360470200001,"Block Group 1, Census Tract 200, Kings County, New York",1183,284
1500000US360470200002,"Block Group 2, Census Tract 200, Kings County, New York",1113,215
1500000US360470201001,"Block Group 1, Census Tract 201, Kings County, New York",622,184
1500000US360470201002,"Block Group 2, Census Tract 201, Kings County, New York",1244,339
1500000US360470201003,"Block Group 3, Census Tract 201, Kings County, New York",1024,355
1500000US360470201004,"Block Group 4, Census Tract 201, Kings County, New York",1050,287
1500000US360470202001,"Block Group 1, Census Tract 202, Kings County, New York",1179,313
1500000US360470202002,"Block Group 2, Census Tract 202, Kings County, New York",784,223
1500000US360470203001,"Block Group 1, Census Tract 203, Kings County, New York",955,198
1500000US360470203002,"Block Group 2, Census Tract 203, Kings County, New York",818,269
1500000US360470204001,"Block Group 1, Census Tract 204, Kings County, New York",916,290
1500000US360470204002,"Block Group 2, Census Tract 204, Kings County, New York",794,199
1500000US360470205001,"Block Group 1, Census Tract 205, Kings County, New York",782,200
1500000US360470205002,"Block Group 2, Census Tract 205, Kings County, New York",1186,240
1500000US360470205003,"Block Group 3, Census Tract 205, Kings County, New York",1196,453
1500000US360470206001,"Block Group 1, Census Tract 206, Kings County, New York",1176,331
1500000US360470206002,"Block Group 2, Census Tract 206, Kings County, New York",1179,208
1500000US360470207001,"Block Group 1, Census Tract 207, Kings County, New York",2102,499
1500000US360470207002,"Block Group 2, Census Tract 207, Kings County, New York",1330,327
1500000US360470207003,"Block Group 3, Census Tract 207, Kings County, New York",1058,298
1500000US360470208001,"Block Group 1, Census Tract 208, Kings County, New York",765,412
1500000US360470208002,"Block Group 2, Census Tract 208, Kings County, New York",990,273
1500000US360470208003,"Block Group 3, Census Tract 208, Kings County, New York",1404,567
1500000US360470210001,"Block Group 1, Census Tract 210, Kings County, New York",1649,415
1500000US360470210002,"Block Group 2, Census Tract 210, Kings County, New York",1192,418
1500000US360470210003,"Block Group 3, Census Tract 210, Kings County, New York",1094,353
1500000US360470211001,"Block Group 1, Census Tract 211, Kings County, New York",861,313
1500000US360470211002,"Block Group 2, Census Tract 211, Kings County, New York",1586,264
1500000US360470211003,"Block Group 3, Census Tract 211, Kings County, New York",348,124
1500000US360470212001,"Block Group 1, Census Tract 212, Kings County, New York",1814,493
1500000US360470212002,"Block Group 2, Census Tract 212, Kings County, New York",1068,452
1500000US360470212003,"Block Group 3, Census Tract 212, Kings County, New York",1241,519
1500000US360470213001,"Block Group 1, Census Tract 213, Kings County, New York",774,279
1500000US360470213002,"Block Group 2, Census Tract 213, Kings County, New York",2394,793
1500000US360470213003,"Block Group 3, Census Tract 213, Kings County, New York",998,366
1500000US360470214001,"Block Group 1, Census Tract 214, Kings County, New York",83,135
1500000US360470214002,"Block Group 2, Census Tract 214, Kings County, New York",1237,416
1500000US360470214003,"Block Group 3, Census Tract 214, Kings County, New York",808,275
1500000US360470215001,"Block Group 1, Census Tract 215, Kings County, New York",722,307
1500000US360470215002,"Block Group 2, Census Tract 215, Kings County, New York",826,450
1500000US360470215003,"Block Group 3, Census Tract 215, Kings County, New York",1304,427
1500000US360470215004,"Block Group 4, Census Tract 215, Kings County, New York",3161,702
1500000US360470216001,"Block Group 1, Census Tract 216, Kings County, New York",1352,560
1500000US360470216002,"Block Group 2, Census Tract 216, Kings County, New York",1217,444
1500000US360470216003,"Block Group 3, Census Tract 216, Kings County, New York",1221,381
1500000US360470217001,"Block Group 1, Census Tract 217, Kings County, New York",1062,288
1500000US360470217002,"Block Group 2, Census Tract 217, Kings County, New York",2345,406
1500000US360470218001,"Block Group 1, Census Tract 218, Kings County, New York",933,478
1500000US360470218002,"Block Group 2, Census Tract 218, Kings County, New York",1185,570
1500000US360470218003,"Block Group 3, Census Tract 218, Kings County, New York",773,317
1500000US360470219001,"Block Group 1, Census Tract 219, Kings County, New York",859,253
1500000US360470219002,"Block Group 2, Census Tract 219, Kings County, New York",1004,266
1500000US360470219003,"Block Group 3, Census Tract 219, Kings County, New York",1814,553
1500000US360470220001,"Block Group 1, Census Tract 220, Kings County, New York",1343,559
1500000US360470220002,"Block Group 2, Census Tract 220, Kings County, New York",966,509
1500000US360470220003,"Block Group 3, Census Tract 220, Kings County, New York",1265,610
1500000US360470220004,"Block Group 4, Census Tract 220, Kings County, New York",1320,555
1500000US360470221001,"Block Group 1, Census Tract 221, Kings County, New York",1581,451
1500000US360470221002,"Block Group 2, Census Tract 221, Kings County, New York",1399,445
1500000US360470221003,"Block Group 3, Census Tract 221, Kings County, New York",833,235
1500000US360470222001,"Block Group 1, Census Tract 222, Kings County, New York",1436,559
1500000US360470222002,"Block Group 2, Census Tract 222, Kings County, New York",734,328
1500000US360470222003,"Block Group 3, Census Tract 222, Kings County, New York",1821,632
1500000US360470224001,"Block Group 1, Census Tract 224, Kings County, New York",1346,875
1500000US360470224002,"Block Group 2, Census Tract 224, Kings County, New York",1435,603
1500000US360470224003,"Block Group 3, Census Tract 224, Kings County, New York",1429,550
1500000US360470224004,"Block Group 4, Census Tract 224, Kings County, New York",1183,437
1500000US360470226001,"Block Group 1, Census Tract 226, Kings County, New York",1364,567
1500000US360470226002,"Block Group 2, Census Tract 226, Kings County, New York",803,356
1500000US360470227001,"Block Group 1, Census Tract 227, Kings County, New York",586,222
1500000US360470227002,"Block Group 2, Census Tract 227, Kings County, New York",1245,627
1500000US360470227003,"Block Group 3, Census Tract 227, Kings County, New York",529,213
1500000US360470227004,"Block Group 4, Census Tract 227, Kings County, New York",1513,373
1500000US360470228001,"Block Group 1, Census Tract 228, Kings County, New York",1755,545
1500000US360470228002,"Block Group 2, Census Tract 228, Kings County, New York",1538,413
1500000US360470228003,"Block Group 3, Census Tract 228, Kings County, New York",645,325
1500000US360470229001,"Block Group 1, Census Tract 229, Kings County, New York",1226,303
1500000US360470229002,"Block Group 2, Census Tract 229, Kings County, New York",1046,352
1500000US360470229003,"Block Group 3, Census Tract 229, Kings County, New York",435,142
1500000US360470229004,"Block Group 4, Census Tract 229, Kings County, New York",1125,401
1500000US360470230001,"Block Group 1, Census Tract 230, Kings County, New York",2091,1032
1500000US360470230002,"Block Group 2, Census Tract 230, Kings County, New York",930,430
1500000US360470230003,"Block Group 3, Census Tract 230, Kings County, New York",1598,622
1500000US360470231001,"Block Group 1, Census Tract 231, Kings County, New York",1436,378
1500000US360470231002,"Block Group 2, Census Tract 231, Kings County, New York",1217,292
1500000US360470231003,"Block Group 3, Census Tract 231, Kings County, New York",999,368
1500000US360470232001,"Block Group 1, Census Tract 232, Kings County, New York",1266,660
1500000US360470232002,"Block Group 2, Census Tract 232, Kings County, New York",1905,867
1500000US360470232003,"Block Group 3, Census Tract 232, Kings County, New York",1090,488
1500000US360470232004,"Block Group 4, Census Tract 232, Kings County, New York",335,236
1500000US360470232005,"Block Group 5, Census Tract 232, Kings County, New York",1269,567
1500000US360470233001,"Block Group 1, Census Tract 233, Kings County, New York",1622,370
1500000US360470233002,"Block Group 2, Census Tract 233, Kings County, New York",2591,567
1500000US360470233003,"Block Group 3, Census Tract 233, Kings County, New York",1810,1089
1500000US360470234001,"Block Group 1, Census Tract 234, Kings County, New York",1849,820
1500000US360470234002,"Block Group 2, Census Tract 234, Kings County, New York",1904,796
1500000US360470234003,"Block Group 3, Census Tract 234, Kings County, New York",1080,339
1500000US360470235001,"Block Group 1, Census Tract 235, Kings County, New York",2998,858
1500000US360470235002,"Block Group 2, Census Tract 235, Kings County, New York",2038,645
1500000US360470236001,"Block Group 1, Census Tract 236, Kings County, New York",922,405
1500000US360470236002,"Block Group 2, Census Tract 236, Kings County, New York",2276,869
1500000US360470236003,"Block Group 3, Census Tract 236, Kings County, New York",1347,397
1500000US360470236004,"Block Group 4, Census Tract 236, Kings County, New York",807,420
1500000US360470238001,"Block Group 1, Census Tract 238, Kings County, New York",1419,610
1500000US360470238002,"Block Group 2, Census Tract 238, Kings County, New York",1835,649
1500000US360470238003,"Block Group 3, Census Tract 238, Kings County, New York",563,238
1500000US360470240001,"Block Group 1, Census Tract 240, Kings County, New York",1502,490
1500000US360470240002,"Block Group 2, Census Tract 240, Kings County, New York",2060,778
1500000US360470240003,"Block Group 3, Census Tract 240, Kings County, New York",1605,542
1500000US360470241001,"Block Group 1, Census Tract 241, Kings County, New York",1699,584
1500000US360470241002,"Block Group 2, Census Tract 241, Kings County, New York",1256,326
1500000US360470242001,"Block Group 1, Census Tract 242, Kings County, New York",1220,386
1500000US360470242002,"Block Group 2, Census Tract 242, Kings County, New York",1606,402
1500000US360470243001,"Block Group 1, Census Tract 243, Kings County, New York",1458,310
1500000US360470243002,"Block Group 2, Census Tract 243, Kings County, New York",1786,596
1500000US360470243003,"Block Group 3, Census Tract 243, Kings County, New York",970,266
1500000US360470244001,"Block Group 1, Census Tract 244, Kings County, New York",755,267
1500000US360470244002,"Block Group 2, Census Tract 244, Kings County, New York",1169,416
1500000US360470244003,"Block Group 3, Census Tract 244, Kings County, New York",1623,480
1500000US360470245001,"Block Group 1, Census Tract 245, Kings County, New York",1115,393
1500000US360470245002,"Block Group 2, Census Tract 245, Kings County, New York",2372,574
