"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1500000US360050041003","Block Group 3, Census Tract 41, Bronx County, New York","-","**",
"1500000US360050041004","Block Group 4, Census Tract 41, Bronx County, New York","35108","23839",
"1500000US360050042001","Block Group 1, Census Tract 42, Bronx County, New York","83704","27010",
"1500000US360050042002","Block Group 2, Census Tract 42, Bronx County, New York","10969","10000",
"1500000US360050042003","Block Group 3, Census Tract 42, Bronx County, New York","82100","17874",
"1500000US360050042004","Block Group 4, Census Tract 42, Bronx County, New York","107998","68419",
"1500000US360050042005","Block Group 5, Census Tract 42, Bronx County, New York","99432","35177",
"1500000US360050042006","Block Group 6, Census Tract 42, Bronx County, New York","-","**",
"1500000US360050042007","Block Group 7, Census Tract 42, Bronx County, New York","-","**",
"1500000US360050043001","Block Group 1, Census Tract 43, Bronx County, New York","19729","12576",
"1500000US360050043002","Block Group 2, Census Tract 43, Bronx County, New York","26802","9803",
"1500000US360050043003","Block Group 3, Census Tract 43, Bronx County, New York","17774","6390",
"1500000US360050043004","Block Group 4, Census Tract 43, Bronx County, New York","41770","15739",
"1500000US360050044001","Block Group 1, Census Tract 44, Bronx County, New York","11596","3774",
"1500000US360050044002","Block Group 2, Census Tract 44, Bronx County, New York","-","**",
"1500000US360050044003","Block Group 3, Census Tract 44, Bronx County, New York","16356","6199",
"1500000US360050044004","Block Group 4, Census Tract 44, Bronx County, New York","16780","12253",
"1500000US360050046001","Block Group 1, Census Tract 46, Bronx County, New York","22596","18472",
"1500000US360050048001","Block Group 1, Census Tract 48, Bronx County, New York","-","**",
"1500000US360050048002","Block Group 2, Census Tract 48, Bronx County, New York","33924","11844",
"1500000US360050050011","Block Group 1, Census Tract 50.01, Bronx County, New York","33723","4673",
"1500000US360050050012","Block Group 2, Census Tract 50.01, Bronx County, New York","20640","8510",
"1500000US360050050013","Block Group 3, Census Tract 50.01, Bronx County, New York","-","**",
"1500000US360050050014","Block Group 4, Census Tract 50.01, Bronx County, New York","47563","24761",
"1500000US360050050021","Block Group 1, Census Tract 50.02, Bronx County, New York","29071","2792",
"1500000US360050050022","Block Group 2, Census Tract 50.02, Bronx County, New York","32025","19915",
"1500000US360050050023","Block Group 3, Census Tract 50.02, Bronx County, New York","39702","26693",
"1500000US360050050024","Block Group 4, Census Tract 50.02, Bronx County, New York","44338","16255",
"1500000US360050051001","Block Group 1, Census Tract 51, Bronx County, New York","-","**",
"1500000US360050051002","Block Group 2, Census Tract 51, Bronx County, New York","22088","9938",
"1500000US360050051003","Block Group 3, Census Tract 51, Bronx County, New York","15395","7317",
"1500000US360050052001","Block Group 1, Census Tract 52, Bronx County, New York","19286","5274",
"1500000US360050052002","Block Group 2, Census Tract 52, Bronx County, New York","19138","10651",
"1500000US360050053001","Block Group 1, Census Tract 53, Bronx County, New York","16233","4674",
"1500000US360050053002","Block Group 2, Census Tract 53, Bronx County, New York","23182","10754",
"1500000US360050054001","Block Group 1, Census Tract 54, Bronx County, New York","45898","24408",
"1500000US360050054002","Block Group 2, Census Tract 54, Bronx County, New York","35700","16861",
"1500000US360050054003","Block Group 3, Census Tract 54, Bronx County, New York","41850","24098",
"1500000US360050054004","Block Group 4, Census Tract 54, Bronx County, New York","21350","15030",
"1500000US360050056001","Block Group 1, Census Tract 56, Bronx County, New York","13836","11008",
"1500000US360050056002","Block Group 2, Census Tract 56, Bronx County, New York","49348","41729",
"1500000US360050056003","Block Group 3, Census Tract 56, Bronx County, New York","56042","16850",
"1500000US360050059021","Block Group 1, Census Tract 59.02, Bronx County, New York","68857","28798",
"1500000US360050059022","Block Group 2, Census Tract 59.02, Bronx County, New York","24989","8955",
"1500000US360050060001","Block Group 1, Census Tract 60, Bronx County, New York","38871","5389",
"1500000US360050060002","Block Group 2, Census Tract 60, Bronx County, New York","-","**",
"1500000US360050061001","Block Group 1, Census Tract 61, Bronx County, New York","-","**",
"1500000US360050061002","Block Group 2, Census Tract 61, Bronx County, New York","50341","7925",
"1500000US360050061003","Block Group 3, Census Tract 61, Bronx County, New York","62434","26193",
"1500000US360050061004","Block Group 4, Census Tract 61, Bronx County, New York","-","**",
"1500000US360050062001","Block Group 1, Census Tract 62, Bronx County, New York","26902","13358",
"1500000US360050062002","Block Group 2, Census Tract 62, Bronx County, New York","-","**",
"1500000US360050062003","Block Group 3, Census Tract 62, Bronx County, New York","21471","10743",
"1500000US360050062004","Block Group 4, Census Tract 62, Bronx County, New York","54613","26197",
"1500000US360050062005","Block Group 5, Census Tract 62, Bronx County, New York","50000","46708",
"1500000US360050063011","Block Group 1, Census Tract 63.01, Bronx County, New York","54722","45266",
"1500000US360050063012","Block Group 2, Census Tract 63.01, Bronx County, New York","42083","39600",
"1500000US360050063013","Block Group 3, Census Tract 63.01, Bronx County, New York","48279","9053",
"1500000US360050063014","Block Group 4, Census Tract 63.01, Bronx County, New York","45303","15805",
"1500000US360050063015","Block Group 5, Census Tract 63.01, Bronx County, New York","-","**",
"1500000US360050063016","Block Group 6, Census Tract 63.01, Bronx County, New York","49323","17240",
"1500000US360050063021","Block Group 1, Census Tract 63.02, Bronx County, New York","-","**",
"1500000US360050064001","Block Group 1, Census Tract 64, Bronx County, New York","54271","15089",
"1500000US360050064002","Block Group 2, Census Tract 64, Bronx County, New York","53421","34717",
"1500000US360050064003","Block Group 3, Census Tract 64, Bronx County, New York","2,500-","***",
"1500000US360050064004","Block Group 4, Census Tract 64, Bronx County, New York","30855","17216",
"1500000US360050065001","Block Group 1, Census Tract 65, Bronx County, New York","-","**",
"1500000US360050065002","Block Group 2, Census Tract 65, Bronx County, New York","20151","9249",
"1500000US360050065003","Block Group 3, Census Tract 65, Bronx County, New York","-","**",
"1500000US360050065004","Block Group 4, Census Tract 65, Bronx County, New York","-","**",
"1500000US360050067001","Block Group 1, Census Tract 67, Bronx County, New York","18034","2930",
"1500000US360050067002","Block Group 2, Census Tract 67, Bronx County, New York","-","**",
"1500000US360050067003","Block Group 3, Census Tract 67, Bronx County, New York","13333","8180",
"1500000US360050067004","Block Group 4, Census Tract 67, Bronx County, New York","16186","12871",
"1500000US360050067005","Block Group 5, Census Tract 67, Bronx County, New York","10787","1496",
"1500000US360050067006","Block Group 6, Census Tract 67, Bronx County, New York","12339","11018",
"1500000US360050068001","Block Group 1, Census Tract 68, Bronx County, New York","37656","17999",
"1500000US360050068002","Block Group 2, Census Tract 68, Bronx County, New York","-","**",
"1500000US360050068003","Block Group 3, Census Tract 68, Bronx County, New York","56250","15567",
"1500000US360050069001","Block Group 1, Census Tract 69, Bronx County, New York","48290","5599",
"1500000US360050069002","Block Group 2, Census Tract 69, Bronx County, New York","-","**",
"1500000US360050069003","Block Group 3, Census Tract 69, Bronx County, New York","-","**",
"1500000US360050069004","Block Group 4, Census Tract 69, Bronx County, New York","-","**",
"1500000US360050070001","Block Group 1, Census Tract 70, Bronx County, New York","52837","19605",
"1500000US360050070002","Block Group 2, Census Tract 70, Bronx County, New York","50428","26311",
"1500000US360050070003","Block Group 3, Census Tract 70, Bronx County, New York","-","**",
"1500000US360050071001","Block Group 1, Census Tract 71, Bronx County, New York","73841","20474",
"1500000US360050071002","Block Group 2, Census Tract 71, Bronx County, New York","41087","14760",
"1500000US360050072001","Block Group 1, Census Tract 72, Bronx County, New York","53598","12414",
"1500000US360050072002","Block Group 2, Census Tract 72, Bronx County, New York","34107","14731",
"1500000US360050072003","Block Group 3, Census Tract 72, Bronx County, New York","46114","35811",
"1500000US360050072004","Block Group 4, Census Tract 72, Bronx County, New York","72386","43473",
"1500000US360050073001","Block Group 1, Census Tract 73, Bronx County, New York","13704","9552",
"1500000US360050073002","Block Group 2, Census Tract 73, Bronx County, New York","26250","7705",
"1500000US360050073003","Block Group 3, Census Tract 73, Bronx County, New York","21612","16376",
"1500000US360050074001","Block Group 1, Census Tract 74, Bronx County, New York","98085","55930",
"1500000US360050074002","Block Group 2, Census Tract 74, Bronx County, New York","21438","8718",
"1500000US360050074003","Block Group 3, Census Tract 74, Bronx County, New York","40729","17904",
"1500000US360050075001","Block Group 1, Census Tract 75, Bronx County, New York","-","**",
"1500000US360050075002","Block Group 2, Census Tract 75, Bronx County, New York","32128","12155",
"1500000US360050075003","Block Group 3, Census Tract 75, Bronx County, New York","21920","9231",
"1500000US360050075004","Block Group 4, Census Tract 75, Bronx County, New York","27188","17249",
"1500000US360050076001","Block Group 1, Census Tract 76, Bronx County, New York","76810","24549",
"1500000US360050076002","Block Group 2, Census Tract 76, Bronx County, New York","49438","15908",
"1500000US360050076003","Block Group 3, Census Tract 76, Bronx County, New York","48841","12511",
"1500000US360050076004","Block Group 4, Census Tract 76, Bronx County, New York","24727","19794",
"1500000US360050076005","Block Group 5, Census Tract 76, Bronx County, New York","66625","41990",
"1500000US360050077001","Block Group 1, Census Tract 77, Bronx County, New York","48177","13018",
"1500000US360050078001","Block Group 1, Census Tract 78, Bronx County, New York","119918","15886",
"1500000US360050078002","Block Group 2, Census Tract 78, Bronx County, New York","54028","28790",
"1500000US360050078003","Block Group 3, Census Tract 78, Bronx County, New York","45679","29863",
"1500000US360050078004","Block Group 4, Census Tract 78, Bronx County, New York","58846","52759",
"1500000US360050079001","Block Group 1, Census Tract 79, Bronx County, New York","29500","17654",
"1500000US360050079002","Block Group 2, Census Tract 79, Bronx County, New York","-","**",
"1500000US360050079003","Block Group 3, Census Tract 79, Bronx County, New York","-","**",
"1500000US360050079004","Block Group 4, Census Tract 79, Bronx County, New York","63370","43466",
"1500000US360050079005","Block Group 5, Census Tract 79, Bronx County, New York","2,500-","***",
"1500000US360050079006","Block Group 6, Census Tract 79, Bronx County, New York","-","**",
"1500000US360050083001","Block Group 1, Census Tract 83, Bronx County, New York","68634","29956",
"1500000US360050083002","Block Group 2, Census Tract 83, Bronx County, New York","40027","27452",
"1500000US360050083003","Block Group 3, Census Tract 83, Bronx County, New York","30145","21775",
"1500000US360050083004","Block Group 4, Census Tract 83, Bronx County, New York","40133","4714",
"1500000US360050083005","Block Group 5, Census Tract 83, Bronx County, New York","36761","32634",
"1500000US360050083006","Block Group 6, Census Tract 83, Bronx County, New York","-","**",
"1500000US360050084001","Block Group 1, Census Tract 84, Bronx County, New York","62823","15654",
"1500000US360050084002","Block Group 2, Census Tract 84, Bronx County, New York","63393","44250",
"1500000US360050085001","Block Group 1, Census Tract 85, Bronx County, New York","85286","46999",
"1500000US360050085002","Block Group 2, Census Tract 85, Bronx County, New York","26316","11306",
"1500000US360050085003","Block Group 3, Census Tract 85, Bronx County, New York","32813","25324",
"1500000US360050085004","Block Group 4, Census Tract 85, Bronx County, New York","20815","10222",
"1500000US360050085005","Block Group 5, Census Tract 85, Bronx County, New York","26908","5768",
"1500000US360050086001","Block Group 1, Census Tract 86, Bronx County, New York","54236","45669",
"1500000US360050086002","Block Group 2, Census Tract 86, Bronx County, New York","22841","10754",
"1500000US360050086003","Block Group 3, Census Tract 86, Bronx County, New York","12552","9040",
"1500000US360050087001","Block Group 1, Census Tract 87, Bronx County, New York","31563","22569",
"1500000US360050087002","Block Group 2, Census Tract 87, Bronx County, New York","20804","14816",
"1500000US360050087003","Block Group 3, Census Tract 87, Bronx County, New York","29018","16187",
"1500000US360050087004","Block Group 4, Census Tract 87, Bronx County, New York","28750","23222",
"1500000US360050087005","Block Group 5, Census Tract 87, Bronx County, New York","17500","9665",
"1500000US360050089001","Block Group 1, Census Tract 89, Bronx County, New York","18635","3259",
"1500000US360050089002","Block Group 2, Census Tract 89, Bronx County, New York","51058","18991",
"1500000US360050090000","Block Group 0, Census Tract 90, Bronx County, New York","-","**",
"1500000US360050090001","Block Group 1, Census Tract 90, Bronx County, New York","-","**",
"1500000US360050090002","Block Group 2, Census Tract 90, Bronx County, New York","-","**",
"1500000US360050090003","Block Group 3, Census Tract 90, Bronx County, New York","-","**",
"1500000US360050090004","Block Group 4, Census Tract 90, Bronx County, New York","85667","43080",
"1500000US360050090005","Block Group 5, Census Tract 90, Bronx County, New York","19196","13119",
"1500000US360050092001","Block Group 1, Census Tract 92, Bronx County, New York","39271","13728",
"1500000US360050092002","Block Group 2, Census Tract 92, Bronx County, New York","-","**",
"1500000US360050092003","Block Group 3, Census Tract 92, Bronx County, New York","55610","10827",
"1500000US360050092004","Block Group 4, Census Tract 92, Bronx County, New York","63182","58401",
"1500000US360050092005","Block Group 5, Census Tract 92, Bronx County, New York","49350","27710",
"1500000US360050093011","Block Group 1, Census Tract 93.01, Bronx County, New York","-","**",
"1500000US360050093012","Block Group 2, Census Tract 93.01, Bronx County, New York","-","**",
"1500000US360050093013","Block Group 3, Census Tract 93.01, Bronx County, New York","44323","26561",
"1500000US360050093014","Block Group 4, Census Tract 93.01, Bronx County, New York","37188","19715",
"1500000US360050093015","Block Group 5, Census Tract 93.01, Bronx County, New York","-","**",
"1500000US360050093016","Block Group 6, Census Tract 93.01, Bronx County, New York","41290","21309",
"1500000US360050093020","Block Group 0, Census Tract 93.02, Bronx County, New York","-","**",
"1500000US360050093021","Block Group 1, Census Tract 93.02, Bronx County, New York","-","**",
"1500000US360050093022","Block Group 2, Census Tract 93.02, Bronx County, New York","-","**",
"1500000US360050096001","Block Group 1, Census Tract 96, Bronx County, New York","53796","9227",
"1500000US360050096002","Block Group 2, Census Tract 96, Bronx County, New York","44464","41052",
"1500000US360050098001","Block Group 1, Census Tract 98, Bronx County, New York","103264","76643",
"1500000US360050098002","Block Group 2, Census Tract 98, Bronx County, New York","-","**",
"1500000US360050098003","Block Group 3, Census Tract 98, Bronx County, New York","76897","22825",
"1500000US360050098004","Block Group 4, Census Tract 98, Bronx County, New York","102826","55661",
"1500000US360050098005","Block Group 5, Census Tract 98, Bronx County, New York","41290","10719",
"1500000US360050110000","Block Group 0, Census Tract 110, Bronx County, New York","-","**",
"1500000US360050110001","Block Group 1, Census Tract 110, Bronx County, New York","-","**",
"1500000US360050115021","Block Group 1, Census Tract 115.02, Bronx County, New York","20362","9551",
"1500000US360050115022","Block Group 2, Census Tract 115.02, Bronx County, New York","16848","15362",
"1500000US360050115023","Block Group 3, Census Tract 115.02, Bronx County, New York","25469","24229",
"1500000US360050117011","Block Group 1, Census Tract 117.01, Bronx County, New York","35278","25429",
"1500000US360050117012","Block Group 2, Census Tract 117.01, Bronx County, New York","-","**",
"1500000US360050117020","Block Group 0, Census Tract 117.02, Bronx County, New York","-","**",
"1500000US360050117021","Block Group 1, Census Tract 117.02, Bronx County, New York","-","**",
"1500000US360050118000","Block Group 0, Census Tract 118, Bronx County, New York","-","**",
"1500000US360050118001","Block Group 1, Census Tract 118, Bronx County, New York","125759","41367",
"1500000US360050118002","Block Group 2, Census Tract 118, Bronx County, New York","81336","19109",
"1500000US360050118003","Block Group 3, Census Tract 118, Bronx County, New York","80033","29384",
"1500000US360050119001","Block Group 1, Census Tract 119, Bronx County, New York","43409","22002",
"1500000US360050119002","Block Group 2, Census Tract 119, Bronx County, New York","-","**",
"1500000US360050119003","Block Group 3, Census Tract 119, Bronx County, New York","36413","23598",
"1500000US360050119004","Block Group 4, Census Tract 119, Bronx County, New York","15795","8403",
"1500000US360050119005","Block Group 5, Census Tract 119, Bronx County, New York","-","**",
"1500000US360050121011","Block Group 1, Census Tract 121.01, Bronx County, New York","37778","12635",
"1500000US360050121012","Block Group 2, Census Tract 121.01, Bronx County, New York","46287","12000",
"1500000US360050121021","Block Group 1, Census Tract 121.02, Bronx County, New York","23750","4610",
"1500000US360050123001","Block Group 1, Census Tract 123, Bronx County, New York","22333","18752",
"1500000US360050123002","Block Group 2, Census Tract 123, Bronx County, New York","46926","23697",
"1500000US360050123003","Block Group 3, Census Tract 123, Bronx County, New York","36709","4853",
"1500000US360050123004","Block Group 4, Census Tract 123, Bronx County, New York","-","**",
"1500000US360050123005","Block Group 5, Census Tract 123, Bronx County, New York","-","**",
"1500000US360050123006","Block Group 6, Census Tract 123, Bronx County, New York","-","**",
"1500000US360050125001","Block Group 1, Census Tract 125, Bronx County, New York","36513","6985",
"1500000US360050125002","Block Group 2, Census Tract 125, Bronx County, New York","49432","45581",
"1500000US360050127011","Block Group 1, Census Tract 127.01, Bronx County, New York","26583","17767",
"1500000US360050127012","Block Group 2, Census Tract 127.01, Bronx County, New York","66050","27821",
"1500000US360050129011","Block Group 1, Census Tract 129.01, Bronx County, New York","33269","7242",
"1500000US360050129012","Block Group 2, Census Tract 129.01, Bronx County, New York","26691","8559",
"1500000US360050130001","Block Group 1, Census Tract 130, Bronx County, New York","78125","50223",
"1500000US360050131001","Block Group 1, Census Tract 131, Bronx County, New York","-","**",
"1500000US360050131002","Block Group 2, Census Tract 131, Bronx County, New York","28382","10379",
"1500000US360050131003","Block Group 3, Census Tract 131, Bronx County, New York","-","**",
"1500000US360050131004","Block Group 4, Census Tract 131, Bronx County, New York","53472","44624",
"1500000US360050132000","Block Group 0, Census Tract 132, Bronx County, New York","-","**",
"1500000US360050132001","Block Group 1, Census Tract 132, Bronx County, New York","69700","27182",
"1500000US360050132002","Block Group 2, Census Tract 132, Bronx County, New York","146007","18962",
"1500000US360050132003","Block Group 3, Census Tract 132, Bronx County, New York","77414","46059",
"1500000US360050132004","Block Group 4, Census Tract 132, Bronx County, New York","-","**",
"1500000US360050132005","Block Group 5, Census Tract 132, Bronx County, New York","157955","57612",
"1500000US360050133001","Block Group 1, Census Tract 133, Bronx County, New York","18750","4039",
"1500000US360050133002","Block Group 2, Census Tract 133, Bronx County, New York","55408","34354",
"1500000US360050133003","Block Group 3, Census Tract 133, Bronx County, New York","24276","18893",
"1500000US360050133004","Block Group 4, Census Tract 133, Bronx County, New York","58750","23864",
"1500000US360050135001","Block Group 1, Census Tract 135, Bronx County, New York","-","**",
"1500000US360050135002","Block Group 2, Census Tract 135, Bronx County, New York","20197","17334",
"1500000US360050135003","Block Group 3, Census Tract 135, Bronx County, New York","-","**",
"1500000US360050138000","Block Group 0, Census Tract 138, Bronx County, New York","-","**",
"1500000US360050138001","Block Group 1, Census Tract 138, Bronx County, New York","67756","14401",
"1500000US360050138002","Block Group 2, Census Tract 138, Bronx County, New York","75223","29268",
"1500000US360050141001","Block Group 1, Census Tract 141, Bronx County, New York","17768","8427",
"1500000US360050141002","Block Group 2, Census Tract 141, Bronx County, New York","33750","19245",
"1500000US360050141003","Block Group 3, Census Tract 141, Bronx County, New York","28317","16499",
"1500000US360050143001","Block Group 1, Census Tract 143, Bronx County, New York","21125","8620",
"1500000US360050144001","Block Group 1, Census Tract 144, Bronx County, New York","9847","1632",
"1500000US360050144002","Block Group 2, Census Tract 144, Bronx County, New York","24815","22883",
"1500000US360050144003","Block Group 3, Census Tract 144, Bronx County, New York","19795","10179",
"1500000US360050144004","Block Group 4, Census Tract 144, Bronx County, New York","32143","27257",
"1500000US360050144005","Block Group 5, Census Tract 144, Bronx County, New York","23054","7189",
"1500000US360050144006","Block Group 6, Census Tract 144, Bronx County, New York","123346","110626",
"1500000US360050145001","Block Group 1, Census Tract 145, Bronx County, New York","38951","4375",
"1500000US360050145002","Block Group 2, Census Tract 145, Bronx County, New York","18456","14181",
"1500000US360050145003","Block Group 3, Census Tract 145, Bronx County, New York","29229","12834",
"1500000US360050145004","Block Group 4, Census Tract 145, Bronx County, New York","35876","5723",
"1500000US360050147011","Block Group 1, Census Tract 147.01, Bronx County, New York","40711","11829",
"1500000US360050147012","Block Group 2, Census Tract 147.01, Bronx County, New York","30445","25145",
"1500000US360050147013","Block Group 3, Census Tract 147.01, Bronx County, New York","19167","11657",
"1500000US360050147021","Block Group 1, Census Tract 147.02, Bronx County, New York","12708","7155",
"1500000US360050147022","Block Group 2, Census Tract 147.02, Bronx County, New York","-","**",
"1500000US360050147023","Block Group 3, Census Tract 147.02, Bronx County, New York","-","**",
"1500000US360050147024","Block Group 4, Census Tract 147.02, Bronx County, New York","46190","42129",
"1500000US360050149001","Block Group 1, Census Tract 149, Bronx County, New York","12257","4550",
"1500000US360050149002","Block Group 2, Census Tract 149, Bronx County, New York","31743","13683",
"1500000US360050149003","Block Group 3, Census Tract 149, Bronx County, New York","28618","14260",
"1500000US360050151001","Block Group 1, Census Tract 151, Bronx County, New York","28242","26108",
"1500000US360050151002","Block Group 2, Census Tract 151, Bronx County, New York","26526","4723",
"1500000US360050151003","Block Group 3, Census Tract 151, Bronx County, New York","20848","2155",
"1500000US360050151004","Block Group 4, Census Tract 151, Bronx County, New York","65993","15264",
"1500000US360050152001","Block Group 1, Census Tract 152, Bronx County, New York","85333","22957",
"1500000US360050152002","Block Group 2, Census Tract 152, Bronx County, New York","62065","26506",
"1500000US360050153001","Block Group 1, Census Tract 153, Bronx County, New York","28523","15500",
"1500000US360050153002","Block Group 2, Census Tract 153, Bronx County, New York","50151","37202",
"1500000US360050153003","Block Group 3, Census Tract 153, Bronx County, New York","45365","23689",
"1500000US360050155001","Block Group 1, Census Tract 155, Bronx County, New York","26667","11167",
"1500000US360050155002","Block Group 2, Census Tract 155, Bronx County, New York","34531","15768",
"1500000US360050157001","Block Group 1, Census Tract 157, Bronx County, New York","-","**",
"1500000US360050157002","Block Group 2, Census Tract 157, Bronx County, New York","19801","16959",
"1500000US360050157003","Block Group 3, Census Tract 157, Bronx County, New York","43426","18694",
"1500000US360050157004","Block Group 4, Census Tract 157, Bronx County, New York","33147","21552",
"1500000US360050158001","Block Group 1, Census Tract 158, Bronx County, New York","64712","18716",
"1500000US360050159001","Block Group 1, Census Tract 159, Bronx County, New York","25250","21610",
"1500000US360050159002","Block Group 2, Census Tract 159, Bronx County, New York","-","**",
"1500000US360050160000","Block Group 0, Census Tract 160, Bronx County, New York","-","**",
"1500000US360050160001","Block Group 1, Census Tract 160, Bronx County, New York","68047","11734",
"1500000US360050160002","Block Group 2, Census Tract 160, Bronx County, New York","101250","35386",
"1500000US360050160003","Block Group 3, Census Tract 160, Bronx County, New York","-","**",
"1500000US360050160004","Block Group 4, Census Tract 160, Bronx County, New York","94479","24299",
"1500000US360050161001","Block Group 1, Census Tract 161, Bronx County, New York","39073","25564",
"1500000US360050161002","Block Group 2, Census Tract 161, Bronx County, New York","-","**",
